PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,isOutlier,outlierReasons,isUnlikelyGameEvent,unlikelyGameEventReasons,Forward Move,Forward Move WIN Score,Pelvis Total Rotation Range,Pelvis Total Rotation Range WIN Score,Upper Torso Total Rotation Range,Upper Torso Total Rotation Range WIN Score,Negative Move,Negative Move WIN Score,Pelvis Direction at Contact,Pelvis Direction at Contact WIN Score,Max Hip-Shoulder Separation,Max Hip-Shoulder Separation WIN Score,Pelvis Load,Pelvis Load WIN Score,Stride Length,Stride Length WIN Score,Upper Torso Direction at Contact,Upper Torso Direction at Contact WIN Score,Upper Torso Load,Upper Torso Load WIN Score,Hip-Shoulder Separation at Foot Down,Hip-Shoulder Separation at Foot Down WIN Score,Hip-Shoulder Separation at Contact,Hip-Shoulder Separation at Contact WIN Score,SideBendAtFootDown,SideBendAtFootDown WIN Score,ForwardBendAtFootDown,ForwardBendAtFootDown WIN Score,SideBendAtContact,SideBendAtContact WIN Score,ForwardBendAtContact,ForwardBendAtContact WIN Score,TrunkAxisTiltAtFootDown,TrunkAxisTiltAtFootDown WIN Score,TrunkAxisTiltAtContact,TrunkAxisTiltAtContact WIN Score,PelvisMaxAngularVelocity,PelvisMaxAngularVelocity WIN Score,ShoulderMaxAngularVelocity,ShoulderMaxAngularVelocity WIN Score,ArmMaxAngularVelocity,ArmMaxAngularVelocity WIN Score,CenterOfMassDistributionAtNegativeMove,CenterOfMassDistributionAtNegativeMove WIN Score,CenterOfMassDistributionAtFootDown,CenterOfMassDistributionAtFootDown WIN Score,MaxCenterOfMassDistribution,MaxCenterOfMassDistribution WIN Score
304,2026-09-15,18:24:53,6,2,"Forton, Adam",YAK:FO:AD:9e782613-0d72:0168034,Right,YAK:THOMAS:9e782613-0d72:0936209,"Nowak, Mark",YAK:NO:MA:9e782613-0d72:0541523,Right,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,9,Bottom,2,0,1,Fastball,Fastball,BallCalled,,,,0,0,,83.61,-0.66,-1.25,1745.08,186.27,12:15,6.38,0.36,6.0,-27.31,14.36,0.34,3.48,-0.79,74.69,-5.79,-1.19,,,,,,,,,,,,,-0.65,8.14,-0.26,50.0,6.31,2.65,-121.51,-2.18,-0.91,29.31,-20.75,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,4014bd0d-47e0-048c-d0e7-f6f7e52585b6,83.87,6.37,0.36,-0.65,-1.28,74.91,3.48,-0.79,-5.76,-1.22,0.46,0.64,12.66,-55.9,15.58,978.42,-1444.99,56.07,-0.56,-0.83,-0.06,,,,,,,,,,,,,,,,,1.0,,,,medium,high,75.98,-41.48,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2026-09-15,18:25:09,6,3,"Forton, Adam",YAK:FO:AD:9e782613-0d72:0168034,Right,YAK:THOMAS:9e782613-0d72:0936209,"Nowak, Mark",YAK:NO:MA:9e782613-0d72:0541523,Right,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,9,Bottom,2,1,1,Splitter,Cutter,Foul,,,,0,0,,77.46,1.39,0.78,914.31,174.6,11:45,5.64,0.04,6.0,-40.86,7.76,-1.07,3.53,0.68,69.16,-6.3,0.58,,,,,,,,,,,,,0.88,3.76,-0.1,50,5.72,-1.51,-112.56,1.65,1.06,25.42,-27.66,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,e80aa461-f289-443b-109c-30b002f6b692,77.71,5.63,0.04,1.46,0.75,69.34,3.54,0.68,-6.21,0.55,0.5,-0.77,5.22,-70.24,43.59,309.09,-860.48,33.81,-0.34,-0.94,0.03,,,,,,,,,,,,,,,,,1.0,,,,medium,high,50.77,20.36,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2026-09-15,18:25:34,6,4,"Forton, Adam",YAK:FO:AD:9e782613-0d72:0168034,Right,YAK:THOMAS:9e782613-0d72:0936209,"Nowak, Mark",YAK:NO:MA:9e782613-0d72:0541523,Right,YAK:NKUHOM:9e782613-0d72:0744411,Stretch,9,Bottom,2,1,2,Fastball,Cutter,StrikeCalled,,,StrikeoutLooking,1,0,,83.34,-1.08,-1.63,1785.38,182.53,12:00,6.5,0.06,6.0,-28.96,13.01,-0.74,3.06,-1.53,74.54,-6.52,-1.77,,,,,,,,,,,,,-0.19,7.55,0.07,50.0,6.4,3.48,-121.08,-3.11,-0.27,29.13,-21.65,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,27a2d571-b2ae-5284-42f5-c71c44c0bb88,83.59,6.49,0.07,-1.06,-1.66,74.75,3.07,-1.53,-6.48,-1.8,0.47,-0.46,11.21,-61.51,51.86,851.59,-1569.2,47.7,-0.48,-0.88,-0.02,,,,,,,,,,,,,,,,,0.97,,,,medium,high,43.33,52.24,54.5,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,YAK:THOMAS:9e782613-0d72:0936209,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,18:26:09,,,,,,,,,,,,,,,,,,Fastball,,,,,,,,84.31,-0.16,-0.63,1816.13,224.73,1:30,6.24,0.96,6.0,-25.26,15.72,12.93,3.99,1.44,75.21,-4.91,1.8,,,,,,,,,,,,,-7.35,8.71,-0.92,50.0,6.22,0.99,-122.56,-1.07,-10.48,29.96,-19.75,,,,,,,770249b5-baa2-8320-7d0f-584057305a46,84.57,6.24,0.97,-0.17,-0.72,75.42,3.99,1.44,-4.9,1.72,0.46,13.75,14.19,-26.14,90.45,1630.4,-800.07,89.77,-0.64,-0.44,-0.63,,,,,,,,,,,,,,,,,1.0,,,,medium,high,8.6,-55.77,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,18:26:25,,,,,,,,,,,,,,,,,,Fastball,,,,,,,,89.71,-1.55,-1.99,2013.28,227.78,1:30,5.97,0.51,6.0,-22.97,13.25,11.15,2.6,-0.43,80.14,-5.86,0.12,,,,,,,,,,,,,-6.85,7.85,-0.36,50.0,5.84,4.18,-130.29,-4.22,-11.07,33.52,-19.5,,,,,,,84d54fea-35a0-88b6-5426-15459d6a1cf9,89.97,5.97,0.51,-1.55,-2.07,80.35,2.61,-0.43,-5.85,0.03,0.43,11.93,11.95,-41.03,6.8,1518.83,-1321.54,75.44,-0.51,-0.66,-0.56,,,,,,,,,,,,,,,,,0.98,,,,medium,high,83.88,37.05,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,18:26:35,,,,,,,,,,,,,,,,,,Fastball,,,,,,,,91.38,-1.91,-2.85,1876.67,245.19,2:15,6.04,1.09,6.0,-25.14,9.82,15.58,2.15,-0.29,81.69,-6.62,0.09,,,,,,,,,,,,,-9.6,6.09,-0.87,50.0,5.88,6.11,-132.61,-5.2,-16.06,34.71,-21.98,,,,,,,9cb48939-fa0e-cbd6-c649-60cb535c8c8f,91.63,6.04,1.1,-1.89,-2.95,81.89,2.15,-0.3,-6.59,-0.02,0.43,16.54,8.43,-29.78,28.05,1628.9,-931.98,86.8,-0.36,-0.5,-0.79,,,,,,,,,,,,,,,,,0.98,,,,medium,high,64.76,-66.8,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,18:26:45,,,,,,,,,,,,,,,,,,Slider,,,,,,,,78.99,0.71,-1.59,2310.93,68.95,8:15,5.28,0.66,6.0,-45.88,0.99,-8.28,2.12,-1.52,70.69,-7.9,-3.15,,,,,,,,,,,,,3.96,0.28,-0.53,50.0,5.31,3.4,-114.75,0.19,4.94,26.9,-31.83,,,,,,,e877499c-7ff5-9cff-663b-b65d21534835,79.21,5.27,0.66,0.82,-1.61,70.85,2.13,-1.52,-7.78,-3.16,0.49,-8.09,-1.97,-72.15,9.15,708.37,-2199.68,30.65,0.11,-0.95,0.29,,,,,,,,,,,,,,,,,0.99,,,,medium,high,81.76,-25.16,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,18:26:59,,,,,,,,,,,,,,,,,,Curveball,,,,,,,,73.01,2.73,1.21,2422.92,48.19,7:30,5.38,0.47,6.0,-65.29,-10.27,-15.96,2.5,0.28,65.42,-9.52,-1.8,,,,,,,,,,,,,9.25,-6.7,-0.56,50.0,5.56,-1.85,-105.96,3.44,9.82,23.14,-39.28,,,,,,,f1c2bcf8-11e2-9f9d-752b-254eb0317174,73.15,5.36,0.47,2.93,1.25,65.48,2.52,0.28,-9.32,-1.77,0.53,-16.26,-14.4,-36.41,0.25,1950.05,-1437.99,80.48,0.54,-0.59,0.6,,,,,,,,,,,,,,,,,0.94,,,,medium,high,89.78,-28.03,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,18:27:13,,,,,,,,,,,,,,,,,,Changeup,,,,,,,,84.85,0.04,-2.15,1544.95,242.28,2:00,5.8,0.84,6.0,-30.57,9.93,13.61,3.29,-0.04,75.73,-5.71,0.42,,,,,,,,,,,,,-8.27,5.45,-0.68,50.0,5.78,4.23,-123.26,-0.79,-11.95,30.21,-24.31,,,,,,,649239c3-8429-0e49-23ad-fae2f74e735a,85.1,5.8,0.85,0.07,-2.24,75.92,3.29,-0.05,-5.66,0.33,0.46,14.53,8.16,-34.88,14.52,1267.48,-883.38,82.04,-0.38,-0.57,-0.73,,,,,,,,,,,,,,,,,1.0,,,,medium,high,76.93,-11.14,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-09-15,18:27:24,,,,,,,,,,,,,,,,,,Fastball,,,,,,,,90.43,-0.75,-2.4,1943.59,236.93,2:00,6.07,0.78,6.0,-23.92,11.73,13.9,3.37,-0.31,80.68,-5.25,0.22,,,,,,,,,,,,,-8.52,6.73,-0.6,50.0,5.99,5.08,-131.34,-2.46,-13.98,34.15,-21.14,,,,,,,cbaa138c-9042-6d28-99ad-37e5fbaca56a,90.69,6.07,0.79,-0.75,-2.5,80.88,3.37,-0.32,-5.23,0.13,0.43,14.81,10.39,-34.88,6.82,1594.43,-1111.47,82.03,-0.45,-0.57,-0.69,,,,,,,,,,,,,,,,,1.0,,,,medium,high,83.86,11.02,54.5,,,,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2026-09-15,18:27:54,1,1,"Henderson, Christian",YAK:HE:CH:9e782613-0d72:0282706,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Tippie, Austin",YAK:SH:PA:9e782613-0d72:0095366,Right,YAK:THOMAS:9e782613-0d72:0936209,,10,Top,0,0,0,,Curveball,,,,,,,,75.36,1.17,-0.15,2412.7,39.32,7:15,5.39,0.77,6.0,-63.55,-11.9,-13.75,1.19,-0.52,67.73,-10.72,-2.75,,,,,,,,,,,,,7.52,-7.01,-0.75,50.0,5.45,0.64,-109.47,0.62,8.5,25.16,-40.1,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,286968a1-9da6-e1f6-b697-24eb1373dd6f,75.49,5.37,0.77,1.38,-0.13,67.79,1.21,-0.52,-10.52,-2.73,0.52,-13.91,-16.0,-37.57,35.19,1912.28,-1471.16,79.26,0.61,-0.61,0.5,,,,,,,,,,,,,,,,,0.99,,,,medium,high,58.33,-32.39,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2026-09-15,18:28:10,1,2,"Henderson, Christian",YAK:HE:CH:9e782613-0d72:0282706,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Tippie, Austin",YAK:SH:PA:9e782613-0d72:0095366,Right,YAK:THOMAS:9e782613-0d72:0936209,,10,Top,0,1,0,,Fastball,,,,,,,,92.24,-1.42,-1.64,1968.11,232.81,1:45,5.64,0.56,6.0,-21.89,12.37,12.82,2.47,0.08,82.35,-5.53,0.78,,,,,,,,,,,,,-7.65,7.32,-0.44,50,5.51,3.44,-134.01,-4.02,-13.06,35.59,-19.68,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,aeef24b1-088f-9455-ba8f-3191f05752f9,92.51,5.64,0.57,-1.43,-1.73,82.56,2.47,0.08,-5.52,0.69,0.42,13.66,11.12,-35.99,19.07,1592.34,-1156.68,80.91,-0.49,-0.59,-0.64,,,,,,,,,,,,,,,,,0.99,,,,medium,high,107.16,14.46,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2026-09-15,18:28:36,1,3,"Henderson, Christian",YAK:HE:CH:9e782613-0d72:0282706,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Tippie, Austin",YAK:SH:PA:9e782613-0d72:0095366,Right,YAK:THOMAS:9e782613-0d72:0936209,,10,Top,0,1,1,,Changeup,,,,,,,,83.54,-1.62,-4.99,1585.97,251.77,2:30,5.67,0.67,6.0,-34.04,7.95,12.94,1.3,-2.94,74.87,-7.98,-2.56,,,,,,,,,,,,,-8.91,4.96,-0.29,50.0,5.52,10.19,-120.95,-4.4,-12.42,28.68,-25.27,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,0c048e5c-8ec4-4b27-9c1a-cafc545f8fb6,83.78,5.66,0.68,-1.58,-5.09,75.05,1.31,-2.95,-7.93,-2.66,0.47,13.89,6.11,-42.55,25.88,1168.36,-1072.49,73.67,-0.23,-0.68,-0.7,,,,,,,,,,,,,,,,,1.0,,,,medium,high,66.7,12.81,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2026-09-15,18:29:00,1,4,"Henderson, Christian",YAK:HE:CH:9e782613-0d72:0282706,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Tippie, Austin",YAK:SH:PA:9e782613-0d72:0095366,Right,YAK:THOMAS:9e782613-0d72:0936209,,10,Top,0,2,1,,Slider,,,,,,,,78.74,-0.13,0.41,2407.74,57.82,8:00,5.22,0.53,6.0,-50.77,-3.61,-12.21,0.87,-0.1,70.7,-9.63,-1.9,,,,,,,,,,,,,6.88,-1.94,-0.56,50.0,5.19,-0.49,-114.43,-1.62,8.53,26.92,-34.57,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,5b5c45be-9116-7f33-9948-dd3aa3555a4a,78.93,5.21,0.53,0.01,0.41,70.83,0.88,-0.1,-9.48,-1.89,0.49,-12.22,-6.9,-59.67,18.88,1215.87,-2078.18,50.5,0.27,-0.86,0.43,,,,,,,,,,,,,,,,,1.0,,,,medium,high,106.99,-19.93,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2026-09-15,18:29:17,1,5,"Henderson, Christian",YAK:HE:CH:9e782613-0d72:0282706,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Tippie, Austin",YAK:SH:PA:9e782613-0d72:0095366,Right,YAK:THOMAS:9e782613-0d72:0936209,,10,Top,0,3,1,,Fastball,,,,,,,,91.66,-2.44,-1.5,2017.35,229.94,1:45,5.98,0.55,6.0,-21.05,13.66,12.89,1.93,0.22,81.96,-6.38,0.93,,12.41,58.93,112.76,1741.43,,,,7.61,,109.07,1.08,-7.63,8.4,-0.44,50.0,5.78,3.08,-133.08,-6.33,-12.86,34.94,-18.02,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,9ab2ea81-05ce-e67d-2a97-ebb1cfe6ed59,91.92,5.98,0.56,-2.45,-1.58,82.17,1.93,0.22,-6.38,0.85,0.42,13.72,12.47,-32.64,14.51,1698.76,-1088.08,84.21,-0.54,-0.54,-0.64,5.91,-2.48,10.63,-1.59,1.39,0.91,7.19,-2.48,-0.02,-0.03,-0.64,-0.2,-0.97,-0.13,,,0.99,,0.99,-18.24,medium,high,76.94,-11.81,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2026-09-15,18:29:46,1,6,"Henderson, Christian",YAK:HE:CH:9e782613-0d72:0282706,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Tippie, Austin",YAK:SH:PA:9e782613-0d72:0095366,Right,YAK:THOMAS:9e782613-0d72:0936209,Windup,10,Top,0,3,2,Slider,Slider,BallCalled,,,Walk,0,0,,81.21,-0.93,-1.66,2388.13,53.87,7:45,5.65,0.64,6.0,-45.44,-1.05,-8.3,0.99,-1.61,72.91,-9.42,-3.23,,,,,,,,,,,,,3.94,-0.23,-0.51,50.0,5.55,3.65,-117.96,-3.16,5.18,28.63,-32.47,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,0ee388a7-2b04-c5e8-163d-3e6d5cd4b998,81.42,5.64,0.65,-0.81,-1.68,73.05,1.0,-1.61,-9.29,-3.24,0.48,-8.11,-4.0,-71.28,25.62,766.52,-2261.77,32.1,0.19,-0.95,0.26,,,,,,,,,,,,,,,,,0.99,,,,medium,high,113.06,-5.72,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2026-09-15,18:30:12,2,1,"Henderson, Christian",YAK:HE:CH:9e782613-0d72:0282706,Right,YAK:NKUHOM:9e782613-0d72:0744411,"O'Donnell, Sean",YAK:TI:AU:9e782613-0d72:0506154,Right,YAK:THOMAS:9e782613-0d72:0936209,,10,Top,0,0,0,,Fastball,,,,,,,,91.12,-2.03,-2.92,1983.26,232.06,1:45,6.11,0.56,6.0,-21.52,13.63,13.74,2.41,-1.03,81.43,-6.07,-0.33,,,,,,,,,,,,,-8.61,8.23,-0.34,50.0,5.94,6.31,-132.22,-5.37,-14.33,34.28,-18.48,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,6492a5e8-ab2d-b3d3-6286-2de6638b550f,91.38,6.11,0.57,-2.04,-3.01,81.64,2.41,-1.04,-6.06,-0.42,0.43,14.6,12.44,-30.44,31.29,1709.89,-1004.78,86.22,-0.53,-0.51,-0.68,,,,,,,,,,,,,,,,,0.99,,,,medium,high,61.84,-12.59,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,0.7,5,103.58,5,142.14,2,-0.04,5,6.43,2,27.27,5,26.47,3,0.51,5,26.4,0,38.76,2,20.44,4,18.46,2,20.2,,-4.9,,14.2,,-4.9,,20.8,,15.1,,668.79,,941.75,,1035.24,,23.7,,43.4,,51.2,
314,2026-09-15,18:30:34,2,2,"Henderson, Christian",YAK:HE:CH:9e782613-0d72:0282706,Right,YAK:NKUHOM:9e782613-0d72:0744411,"O'Donnell, Sean",YAK:TI:AU:9e782613-0d72:0506154,Right,YAK:THOMAS:9e782613-0d72:0936209,,10,Top,0,0,1,,Fastball,,,,,,,,90.63,-3.08,-2.56,1939.53,232.35,1:45,6.33,0.69,6.0,-22.34,13.21,13.06,1.57,-0.63,81.16,-7.26,-0.1,,,,,,,,,,,,,-8.1,8.37,-0.49,50.0,6.07,5.48,-131.44,-7.78,-13.33,33.82,-18.39,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,2f623c8c-4b31-eb9f-0ac1-41abea7609bb,90.89,6.33,0.7,-3.09,-2.65,81.37,1.57,-0.64,-7.25,-0.19,0.43,13.9,11.98,-32.79,47.65,1630.43,-1050.46,84.06,-0.51,-0.54,-0.67,,,,,,,,,,,,,,,,,0.97,,,,medium,high,47.11,-0.92,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2026-09-15,18:30:53,2,3,"Henderson, Christian",YAK:HE:CH:9e782613-0d72:0282706,Right,YAK:NKUHOM:9e782613-0d72:0744411,"O'Donnell, Sean",YAK:TI:AU:9e782613-0d72:0506154,Right,YAK:THOMAS:9e782613-0d72:0936209,Windup,10,Top,0,0,2,Slider,Slider,StrikeSwinging,,,StrikeoutSwinging,1,0,,80.6,-0.09,-0.98,2414.73,59.1,8:00,5.53,0.64,6.0,-46.39,-1.38,-9.55,1.58,-1.07,72.25,-8.78,-2.78,,,,,,,,,,,,,4.89,-0.73,-0.56,50.0,5.49,2.26,-117.12,-1.45,6.35,28.15,-33.12,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,8bbe4f50-a547-aad2-71a0-506795580f00,80.81,5.52,0.64,0.03,-0.99,72.4,1.58,-1.07,-8.65,-2.79,0.48,-9.43,-4.38,-67.88,28.71,909.35,-2236.97,37.66,0.19,-0.93,0.32,,,,,,,,,,,,,,,,,0.98,,,,medium,high,115.84,-6.32,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2026-09-15,18:31:18,3,1,"Henderson, Christian",YAK:HE:CH:9e782613-0d72:0282706,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Cumberland, Teagan",YAK:OD:SE:9e782613-0d72:0007075,Right,YAK:THOMAS:9e782613-0d72:0936209,,10,Top,1,0,0,,Changeup,,,,,,,,80.45,-0.4,-2.87,1586.61,253.43,2:30,5.77,1.4,6.0,-37.39,7.7,15.46,2.29,-0.01,72.03,-7.41,0.05,,,,,,,,,,,,,-9.55,4.38,-1.18,50.0,5.72,5.43,-116.81,-1.83,-12.39,27.07,-26.49,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,5f3891dd-ec76-9789-9d45-c8defa9093f6,80.68,5.77,1.41,-0.35,-2.98,72.2,2.29,-0.01,-7.34,-0.06,0.48,16.52,5.59,-33.6,3.06,1321.57,-877.94,83.3,-0.24,-0.55,-0.8,,,,,,,,,,,,,,,,,0.99,,,,medium,high,87.24,-43.89,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
